species,beak_type,plumage_color,eye_color,habitat,feeding_type,body_size,Unnamed: 7,рост,семейство,вид,тип_клюва,цвет_оперения,цвет_глаз,среда_обитания,размер_тела,скорость,длина_клюва
Красный кардинал,Короткий и крепкий,Красный,Коричневый,Леса,Всеядный,202.0,,,Утиные,,,Коричневый,Желтый ,Скалы ,18.0,117.0,1.0
Красный кардинал,Короткий и крепкий,Красный,Коричневый,Леса,Всеядный,202.0,,,Утиные,,,Коричневый,Желтый ,Скалы ,18.0,117.0,1.0
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,156.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1227.0,,,,,,,,,,,
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,659.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Пестрый дятел,Долотообразный,Чёрно-белый,Красный,Леса,Насекомоядный,188.0,,,,,,,,,,,
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,660.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1375.0,,,,,,,,,,,
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1343.0,,,,,,,,,,,
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1492.0,,,,,,,,,,,
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,83.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Синяя сойка,Крюкообразный,Синий,Серый,Леса,Всеядный,256.0,,,,,,,,,,,
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1210.0,,,,,,,,,,,
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1427.0,,,,,,,,,,,
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,676.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,150.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Красный кардинал,Короткий и крепкий,Красный,Коричневый,Леса,Всеядный,202.0,,,Утиные,,,Коричневый,Желтый ,Скалы ,18.0,117.0,1.0
Пестрый дятел,Долотообразный,Чёрно-белый,Красный,Леса,Насекомоядный,186.0,,,,,,,,,,,
Черный дрозд,Короткий и крепкий,Чёрный,Коричневый,Леса,Всеядный,248.0,,,Врановые,,,Коричневый,Красный ,,,,
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,83.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,164.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,167.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,152.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1468.0,,,,,,,,,,,
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,80.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1293.0,,,,,,,,,,,
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,156.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,152.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Пестрый дятел,Долотообразный,Чёрно-белый,Красный,Леса,Насекомоядный,185.0,,,,,,,,,,,
Снегирь,Короткий и крепкий,Красный,Черный,Леса,Травоядный,148.0,,,Ястребиные,,Конусообразный,Коричневый,Желтый ,Скалы ,105.0,,
Пестрый дятел,Долотообразный,Чёрно-белый,Красный,Леса,Насекомоядный,181.0,,,,,,,,,,,
Пестрый дятел,Долотообразный,Чёрно-белый,Красный,Леса,Насекомоядный,196.0,,,,,,,,,,,
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,97.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
Пестрый дятел,Долотообразный,Чёрно-белый,Красный,Леса,Насекомоядный,197.0,,,,,,,,,,,
Красный кардинал,Короткий и крепкий,Красный,Коричневый,Леса,Всеядный,201.0,,,Утиные,,,Коричневый,Желтый ,Скалы ,18.0,117.0,1.0
Пестрый дятел,Долотообразный,Чёрно-белый,Красный,Леса,Насекомоядный,188.0,,,,,,,,,,,
Золотой фазан,Короткий и крепкий,Золотой,Желтый,Горные районы,Травоядный,636.0,,,Утиные,,,"Зеленый, серый ",Красный ,"Водоемы, болота ",78.0,35.0,22.0
Белый лебедь,Плоский,Белый,Черный,Водоёмы,Травоядный,1416.0,,,,,,,,,,,
Изумрудный колибри,Длинный и тонкий,Зеленый,Черный,Тропические леса,Нектароядный,97.0,,55.0,Ястребиные,Красный кардинал,Конусообразный,"Желтый, черный ",Черный ,Лес ,42.0,0.0,11.0
